#    L    TT             EE             BB             TE          
   343    0.62171E-02    0.82788E-04    0.69768E-04    0.21366E-03
   344    0.62768E-02    0.82821E-04    0.69980E-04    0.21539E-03
   345    0.63362E-02    0.82856E-04    0.70195E-04    0.21695E-03
   346    0.63950E-02    0.82894E-04    0.70414E-04    0.21833E-03
   347    0.64532E-02    0.82936E-04    0.70638E-04    0.21952E-03
   348    0.65107E-02    0.82982E-04    0.70865E-04    0.22052E-03
   349    0.65675E-02    0.83032E-04    0.71096E-04    0.22133E-03
   350    0.66233E-02    0.83086E-04    0.71331E-04    0.22194E-03
   351    0.66783E-02    0.83146E-04    0.71571E-04    0.22234E-03
   352    0.67323E-02    0.83210E-04    0.71815E-04    0.22255E-03
   353    0.67852E-02    0.83280E-04    0.72064E-04    0.22257E-03
   354    0.68372E-02    0.83356E-04    0.72316E-04    0.22241E-03
   355    0.68882E-02    0.83437E-04    0.72572E-04    0.22207E-03
   356    0.69380E-02    0.83524E-04    0.72831E-04    0.22157E-03
   357    0.69869E-02    0.83617E-04    0.73094E-04    0.22090E-03
   358    0.70346E-02    0.83716E-04    0.73361E-04    0.22008E-03
   359    0.70812E-02    0.83821E-04    0.73630E-04    0.21912E-03
   360    0.71267E-02    0.83933E-04    0.73903E-04    0.21801E-03
   361    0.71710E-02    0.84051E-04    0.74179E-04    0.21678E-03
   362    0.72141E-02    0.84176E-04    0.74458E-04    0.21542E-03
   363    0.72561E-02    0.84307E-04    0.74739E-04    0.21394E-03
   364    0.72968E-02    0.84446E-04    0.75023E-04    0.21236E-03
   365    0.73363E-02    0.84592E-04    0.75309E-04    0.21067E-03
   366    0.73745E-02    0.84745E-04    0.75597E-04    0.20889E-03
   367    0.74114E-02    0.84906E-04    0.75888E-04    0.20702E-03
   368    0.74471E-02    0.85074E-04    0.76181E-04    0.20507E-03
   369    0.74814E-02    0.85251E-04    0.76475E-04    0.20305E-03
   370    0.75143E-02    0.85435E-04    0.76771E-04    0.20096E-03
   371    0.75459E-02    0.85627E-04    0.77069E-04    0.19881E-03
   372    0.75761E-02    0.85828E-04    0.77368E-04    0.19662E-03
   373    0.76049E-02    0.86037E-04    0.77668E-04    0.19437E-03
